business_id,brand_id,brand_name,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,source
48e8cb58c36d299d,avis,Avis,Avis Car Rental,"5900 Messer Airport Hwy, Birmingham, AL 35212, USA",Birmingham,AL,35212,33.5611558,-86.7509317,3.4,818,1,google
10e41b8013259c8b,avis,Avis,Avis Car Rental,"3439 Colonnade Pkwy, Birmingham, AL 35243, USA",Birmingham,AL,35243,33.4374962,-86.7289244,2.8,177,1,google
07451afc5f0c2161,avis,Avis,Avis Car Rental,"2900 Eastern Blvd, Montgomery, AL 36116, USA",Montgomery,AL,36116,32.3414442,-86.2263108,3.8,118,1,google
888b1a08dbf0c8c3,avis,Avis,Avis Car Rental,"4445 Selma Hwy, Montgomery, AL 36108, USA",Montgomery,AL,36108,32.3047984,-86.3907545,2.5,70,1,google
34610cdebc1e41ba,avis,Avis,Avis Car Rental,"1000 Glenn Hearn Blvd SW Ste 109B, Huntsville, AL 35824, USA",Huntsville,AL,35824,34.6482049,-86.774574,3.3,512,1,google
09f2cc1eaf817671,avis,Avis,Avis Car Rental,"3154 University Dr NW, Huntsville, AL 35816, USA",Huntsville,AL,35816,34.7356186,-86.61881509999999,3.9,175,1,google
9ee0fd80026042ce,avis,Avis,Avis Car Rental,"800 Airport Dr, Dothan, AL 36303, USA",Dothan,AL,36303,31.3148735,-85.4485158,3.6,106,1,google
0c4a06097ddfc4a2,avis,Avis,Avis Car Rental,"7601 Robert Cardinal Airport Rd Ste 100, Tuscaloosa, AL 35401, USA",Tuscaloosa,AL,35401,33.222686,-87.610635,4.1,107,1,google
1a4b2a3756115ff7,avis,Avis,Avis Car Rental,"1100 S Quintard Ave, Anniston, AL 36201, USA",Anniston,AL,36201,33.6339916,-85.8261541,3.1,137,1,google
ae6e9db91a02211a,avis,Avis,Avis Car Rental,"8400 Airport Blvd, Mobile, AL 36608, USA",Mobile,AL,36608,30.6813282,-88.2441408,2.7,95,1,google
7a4aa5972ea28476,avis,Avis,Avis Car Rental,"1702 E Main St, Prattville, AL 36066, USA",Prattville,AL,36066,32.4591616,-86.4252751,3.4,38,1,google
3208e35b0d43a7cd,avis,Avis,Alaskan car rental,"719 E 11th Ave, Anchorage, AK 99501, USA",Anchorage,AK,99501,61.2119184,-149.8700113,4.9,524,1,google
daa366b3ee745df8,avis,Avis,Alaska Auto Rental,"2375 University Ave S, Fairbanks, AK 99709, USA",Fairbanks,AK,99709,64.8259553,-147.8114701,4.5,220,1,google
6561e2104c0b1d25,avis,Avis,Anchorage Car Rental,"927 W Fireweed Ln, Anchorage, AK 99503, USA",Anchorage,AK,99503,61.19911759999999,-149.9004439,5,33,1,google
b4abccb60ca82794,avis,Avis,Alaska 4x4 Rentals,"8101 Dimond Hook Dr, Anchorage, AK 99507, USA",Anchorage,AK,99507,61.1471756,-149.8447639,4.5,416,1,google
18eb8023371f32c2,avis,Avis,Alaskan Car Rental,"1608 Alameda St Unit A, Seward, AK 99664, USA",Seward,AK,99664,60.1227078,-149.4326489,4.9,52,1,google
82e6336d906969f7,avis,Avis,Alaska Auto Rental,"5000 Spenard Rd, Anchorage, AK 99517, USA",Anchorage,AK,99517,61.17507670000001,-149.9452053,4.4,34,1,google
18c0e240c5f065d7,avis,Avis,Budget Car Rental,"5000 W International Airport Rd, Anchorage, AK 99502, USA",Anchorage,AK,99502,61.17509500000001,-149.98123,4,605,1,google
70eb64d8b0c3466a,avis,Avis,Avis Car Rental,"5000 W International Airport Rd, Anchorage, AK 99502, USA",Anchorage,AK,99502,61.17344139999999,-149.9809463,4.3,1999,1,google
c5c33d40a49314c6,avis,Avis,Midnight Sun Car & Van Rental,"4211 Spenard Rd, Anchorage, AK 99517, USA",Anchorage,AK,99517,61.18194260000001,-149.9308321,4.7,430,1,google
d89c4ab82de3c5f5,avis,Avis,Enterprise Rent-A-Car,"4940 W International Airport Rd, Anchorage, AK 99502, USA",Anchorage,AK,99502,61.1750285,-149.981104,4.3,972,1,google
5bd1eb56d3a65f7e,avis,Avis,Enterprise Rent-A-Car,"906 E 5th Ave, Anchorage, AK 99501, USA",Anchorage,AK,99501,61.21720999999999,-149.8660679,4.3,497,1,google
991748edabffb378,avis,Avis,Alaska Express Car Rental,"4227 Spenard Rd, Anchorage, AK 99517, USA",Anchorage,AK,99517,61.1818174,-149.932042,4.5,105,1,google
ff70dd137dec3de8,avis,Avis,Enterprise Rent-A-Car,"6211 Old Seward Hwy, Anchorage, AK 99518, USA",Anchorage,AK,99518,61.1645684,-149.8651293,4.4,376,1,google
28cec66393d9b143,avis,Avis,Alaska Auto Rental,"1850 Hoselton Rd, Fairbanks, AK 99709, USA",Fairbanks,AK,99709,64.831707,-147.8474073,4.6,56,1,google
8eb9a4a95e8d34d7,avis,Avis,Alaska Adventure Car and Camper Van Rental of Anchorage,"3710 Spenard Rd, Anchorage, AK 99503, USA",Anchorage,AK,99503,61.1875258,-149.9119441,4.5,97,1,google
f824915306b1a129,avis,Avis,Alaska 4x4 Rentals,"6450 Airport Way, Fairbanks, AK 99709, USA",Fairbanks,AK,99709,64.8176545,-147.8679336,4,149,1,google
440270dacf9c3dce,avis,Avis,Thrifty Car Rental - Anchorage International Airport,"4940 W International Airport Rd, Anchorage, AK 99502, USA",Anchorage,AK,99502,61.1748893,-149.9809325,2.8,207,1,google
f5128b67a1fc0159,avis,Avis,Enterprise Rent-A-Car,"3225 S Cushman St, Fairbanks, AK 99701, USA",Fairbanks,AK,99701,64.8174405,-147.7093246,4.1,220,1,google
cf93383c48076090,avis,Avis,A-1 Car Rental,"3703 Spenard Rd, Anchorage, AK 99503, USA",Anchorage,AK,99503,61.1869617,-149.9104375,3.8,134,1,google
5bb9f2fff9448271,avis,Avis,Alaska Car Rental,"2828 Tongass Ave, Ketchikan, AK 99901, USA",Ketchikan,AK,99901,55.35165869999999,-131.6812786,4.3,60,1,google
cff437e4c92cd937,avis,Avis,Enterprise Rent-A-Car,"1805 E Sky Harbor Cir S, Phoenix, AZ 85034, USA",Phoenix,AZ,85034,33.4326638,-112.0439433,4.5,13217,1,google
52f828c39790dd30,avis,Avis,National Car Rental,"1805 E Sky Harbor Cir S, Phoenix, AZ 85034, USA",Phoenix,AZ,85034,33.4326472,-112.04397,4.6,9182,1,google
16999735f5621950,avis,Avis,Phoenix Airport Rental Car Center,"1805 E Sky Harbor Cir S, Phoenix, AZ 85034, USA",Phoenix,AZ,85034,33.4304204,-112.0448425,4,19007,1,google
46c7f35af1a802c3,avis,Avis,Alamo Rent A Car,"1805 E Sky Harbor Cir S, Phoenix, AZ 85034, USA",Phoenix,AZ,85034,33.4327277,-112.0437768,4.6,8230,1,google
24f78c7f831617c7,avis,Avis,Avis Car Rental,"1805 E Sky Harbor Cir S, Phoenix, AZ 85034, USA",Phoenix,AZ,85034,33.4307508,-112.0455626,4.2,12321,1,google
062e59a2b06e6b66,avis,Avis,NÜ Car Rentals,"2327 E Van Buren St, Phoenix, AZ 85006, USA",Phoenix,AZ,85006,33.4511078,-112.0314753,2.7,3974,1,google
c5c37b81d0ace8e0,avis,Avis,SIXT Car Rental - Phoenix Sky Harbor International Airport (PHX),"Rental Car Center, 1805 E Sky Harbor Cir S, Phoenix, AZ 85034, USA",Phoenix,AZ,85034,33.430313,-112.0450787,4.2,7262,1,google
4406b31c1a0ceb4a,avis,Avis,Last Resort Car Rental,"1580 E Pima St, Phoenix, AZ 85034, USA",Phoenix,AZ,85034,33.4335403,-112.0481758,4.8,519,1,google
fce34a32987d5d50,avis,Avis,Scottsdale Exotic Car Rentals,"3207 E Colter St, Phoenix, AZ 85018, USA",Phoenix,AZ,85018,33.5138419,-112.0123788,4.9,66,1,google
fcf72a8b54d8e392,avis,Avis,Hertz Car Rental - Phoenix - Phoenix Sky Harbor International Airport (PHX),"1805 E Sky Harbor Cir S, Phoenix, AZ 85034, USA",Phoenix,AZ,85034,33.430361,-112.0453919,3.2,3283,1,google
d1b53711b3182574,avis,Avis,Enterprise Rent-A-Car,"4931 E McDowell Rd, Phoenix, AZ 85008, USA",Phoenix,AZ,85008,33.4652547,-111.9751053,4.3,493,1,google
a2785fac0d78ba84,avis,Avis,Enterprise Rent-A-Car,"1225 S 7th St, Phoenix, AZ 85034, USA",Phoenix,AZ,85034,33.435602,-112.0647747,4.2,856,1,google
6e0891c13fbcd9a1,avis,Avis,Budget Car Rental,"1805 E Sky Harbor Cir S, Phoenix, AZ 85034, USA",Phoenix,AZ,85034,33.4298623,-112.0444613,2.5,6460,1,google
5b6baafed3a91200,avis,Avis,Phoenix Discount Car Rental,"2934 E McDowell Rd, Phoenix, AZ 85008, USA",Phoenix,AZ,85008,33.4665322,-112.017619,2.1,1133,1,google
00cdbbc3b8cdc4be,avis,Avis,Enterprise Rent-A-Car,"10233 N 19th Ave, Phoenix, AZ 85021, USA",Phoenix,AZ,85021,33.579462,-112.0987529,4.3,473,1,google
e64d4585fb043a70,avis,Avis,Alamo Rent A Car,"6033 S Sossaman Rd, Mesa, AZ 85212, USA",Mesa,AZ,85212,33.307006,-111.6688908,4.3,694,1,google
e162a8b2ddb7cea5,avis,Avis,Thrifty Car Rental - Phoenix - Sky Harbor International Airport,"1805 E Sky Harbor Cir S, Phoenix, AZ 85034, USA",Phoenix,AZ,85034,33.4299393,-112.0447125,2.1,1770,1,google
7b425df499d63d21,avis,Avis,SIXT Rent a Car Phoenix Arizona Center,"496 N 5th St, Phoenix, AZ 85004, USA",Phoenix,AZ,85004,33.4535118,-112.0676285,4.8,22,1,google
1f46ff0e958c3304,avis,Avis,Enterprise Rent-A-Car,"4635 N 7th St, Phoenix, AZ 85014, USA",Phoenix,AZ,85014,33.5045448,-112.0643693,4.1,1239,1,google
59812d96ae3bd773,avis,Avis,Budget Car Rental,"2640 E Indian School Rd, Phoenix, AZ 85016, USA",Phoenix,AZ,85016,33.4955522,-112.0240931,4,249,1,google
736e6d90b26e2439,avis,Avis,Avis Car Rental,"1 Airport Rd, Little Rock, AR 72202, USA",Little Rock,AR,72202,34.727688,-92.22079409999999,3.1,494,1,google
50de836ffa5badb9,avis,Avis,Alamo Rent A Car,"1 Airport Rd, Little Rock, AR 72202, USA",Little Rock,AR,72202,34.72657239999999,-92.22138509999999,4.2,329,1,google
61df5eaecf7778c3,avis,Avis,National Car Rental,"1 Airport Rd, Little Rock, AR 72202, USA",Little Rock,AR,72202,34.7276376,-92.22108899999999,4.2,542,1,google
b58d7314529473e1,avis,Avis,Reliable Rides LLC,"3230 Quail Ln, Benton, AR 72019, USA",Benton,AR,72019,34.6155928,-92.55085419999999,4.9,45,1,google
a82977817ca0824f,avis,Avis,Hertz Car Rental - Little Rock - Reservoir Hle,"800 Reservoir Rd, Little Rock, AR 72227, USA",Little Rock,AR,72227,34.7592649,-92.37686529999999,3.8,185,1,google
ad1c0e963784fd40,avis,Avis,Hertz Car Rental - Bentonville - Northwest Arkansas Regional Airport,"1 Airport Blvd #106, Bentonville, AR 72712, USA",Bentonville,AR,72712,36.2755205,-94.29733639999999,3,90,1,google
1985e4049d5cab97,avis,Avis,Lakeview Car Rentals,"694 US-62, Salem, AR 72576, USA",Salem,AR,72576,36.3734919,-91.8390988,5,5,1,google
0c73901c14a0f2f0,avis,Avis,Hertz Car Rental,"1 Airport Rd, Little Rock, AR 72202, USA",Little Rock,AR,72202,34.727795,-92.2215726,3.6,139,1,google
90c1c4c4cfab62b7,avis,Avis,Hertz Car Rental - Conway - North Creek Hle,"808 N Creek Dr, Conway, AR 72032, USA",Conway,AR,72032,35.096872,-92.42461829999999,4,175,1,google
12e6b68bb6fa7790,avis,Avis,24/7 Rent-A-Ride,"111 S Arkansas Ave, Russellville, AR 72801, USA",Russellville,AR,72801,35.2777179,-93.1335869,4.9,92,1,google
f4c34b7ae30b98f7,avis,Avis,Lakeview Car Rentals,"803 Sanford Ln, Mountain Home, AR 72653, USA",Mountain Home,AR,72653,36.34686980000001,-92.374704,4.7,76,1,google
e5c676e792246a15,avis,Avis,U-Save Car & Truck Rental,"4240 Central Ave, Hot Springs, AR 71913, USA",Hot Springs,AR,71913,34.4530773,-93.07046559999999,4.8,56,1,google
0c3fe2effd70f42a,avis,Avis,U-Save Car & Truck Rental - Jonesboro,"3407 Stadium Blvd, Jonesboro, AR 72401, USA",Jonesboro,AR,72401,35.799055,-90.67038,4.6,161,1,google
6020707f00f7d781,avis,Avis,Hertz Car Rental - Fort Smith - 28th Street Hle,"6709 S 28th St, Fort Smith, AR 72908, USA",Fort Smith,AR,72908,35.3172614,-94.4043167,3.9,138,1,google
0d6ba555f54aa31e,avis,Avis,Budget Car Rental,"4201 N Shiloh Dr, Fayetteville, AR 72703, USA",Fayetteville,AR,72703,36.1279179,-94.14995390000001,3.6,82,1,google
3a85ce8472d0b62e,avis,Avis,Budget Car Rental,"815 SW 8th St, Bentonville, AR 72712, USA",Bentonville,AR,72712,36.3640147,-94.2215011,3.9,207,1,google
71c717e65c7196a2,avis,Avis,Budget Car Rental,"1 Airport Rd, Little Rock, AR 72202, USA",Little Rock,AR,72202,34.7281907,-92.22079409999999,3,519,1,google
e31c3f4cbdb6c279,avis,Avis,Enterprise Rent-A-Car,"1 Airport Rd, Little Rock, AR 72202, USA",Little Rock,AR,72202,34.7265586,-92.2213809,3.9,1100,1,google
08ab3534ec436c8e,avis,Avis,Hertz Car Rental - Jonesboro - Grant Hle,"1903 Grant Ave # A, Jonesboro, AR 72401, USA",Jonesboro,AR,72401,35.8178235,-90.6822091,3.7,183,1,google
5ff250ccc2bcaf86,avis,Avis,Budget Car Rental,"1 Airport Blvd, Bentonville, AR 72712, USA",Bentonville,AR,72712,36.2755734,-94.29719349999999,3.5,202,1,google
14fcb13cd4d9b162,avis,Avis,Enterprise Rent-A-Car - LAX Airport,"5251 W 98th St, Los Angeles, CA 90045, USA",Los Angeles,CA,90045,33.9499917,-118.3735614,4.4,15114,1,google
53e525d939f60015,avis,Avis,Enterprise Rent-A-Car,"14 California Ave, Pleasanton, CA 94566, USA",Pleasanton,CA,94566,37.6680686,-121.8605391,4.4,233,1,google
385b3f8178c67f51,avis,Avis,California Rent A Car - Studio Division,"5890 Adams Blvd, Culver City, CA 90232, USA",Culver City,CA,90232,34.03252,-118.373004,4.8,27,1,google
5127c37c98d394b0,avis,Avis,Enterprise Rent-A-Car,"780 N McDonnell Rd, San Francisco, CA 94128, USA",San Francisco,CA,94128,37.6283309,-122.4003502,4.5,6600,1,google
5807b25226b40134,avis,Avis,Enterprise Rent-A-Car,"1944 S Figueroa St, Los Angeles, CA 90007, USA",Los Angeles,CA,90007,34.0331323,-118.2725604,4.1,1230,1,google
104b80c1afe61750,avis,Avis,Fox Rent A Car Los Angeles,"5251 W 98th St Suite 562, Los Angeles, CA 90045, USA",Los Angeles,CA,90045,33.9504906,-118.3734271,2.8,8869,1,google
5f83f4db7640eb86,avis,Avis,California Rent-A-Car,"11725 CA-2, Los Angeles, CA 90025, USA",Los Angeles,CA,90025,34.0437477,-118.4570305,4.1,43,1,google
d2ead0ee550253ea,avis,Avis,Hertz Car Rental - Los Angeles - Los Angeles International Airport (LAX),"5251 W 98th St, Los Angeles, CA 90045, USA",Los Angeles,CA,90045,33.9502651,-118.3739056,3.6,13646,1,google
5ee86c7f642817a5,avis,Avis,Enterprise Rent-A-Car,"445 S Figueroa St, Los Angeles, CA 90071, USA",Los Angeles,CA,90071,34.0534355,-118.2568168,4.1,561,1,google
0a5efeffe11632c7,avis,Avis,Alamo Rent A Car,"1659 Airport Blvd #5, San Jose, CA 95110, USA",San Jose,CA,95110,37.3645388,-121.922427,4.3,1241,1,google
6ec58ae561a92ffd,avis,Avis,Avis Car Rental,"1599 W 16th St, Merced, CA 95340, USA",Merced,CA,95340,37.3069269,-120.5005797,3.3,134,1,google
81352273bf780886,avis,Avis,Avis Car Rental,"975 Airport Dr, San Luis Obispo, CA 93401, USA",San Luis Obispo,CA,93401,35.2391633,-120.6376266,4.1,290,1,google
023f192e31caebbe,avis,Avis,Enterprise Rent-A-Car,"1510 S Brand Blvd, Glendale, CA 91204, USA",Glendale,CA,91204,34.12704610000001,-118.2546379,4.2,859,1,google
da8e30bb60e3f817,avis,Avis,Budget Car Rental,"4100 Donald Douglas Dr, Long Beach, CA 90808, USA",Long Beach,CA,90808,33.818283,-118.14406,3.3,742,1,google
e082c29c53ce5513,avis,Avis,Budget Car Rental,"780 N McDonnell Rd, San Francisco, CA 94128, USA",San Francisco,CA,94128,37.628227,-122.40108,2.9,3414,1,google
ff354c0051a8c205,avis,Avis,Enterprise Rent-A-Car,"1619 N Gower St, Hollywood, CA 90028, USA",Los Angeles,CA,90028,34.1004012,-118.322574,4.2,597,1,google
9e1c778af02d3686,avis,Avis,Hertz Car Rental - Modesto - Motor City Court,"300 Motor City Ct, Modesto, CA 95356, USA",Modesto,CA,95356,37.7013085,-120.9957233,3.3,311,1,google
c17b94e492e94813,avis,Avis,Avis Car Rental,"249 E Ocean Blvd, Long Beach, CA 90802, USA",Long Beach,CA,90802,33.767263,-118.190195,3.7,357,1,google
60cce6bdacd497b6,avis,Avis,Enterprise Rent-A-Car,"2111 Golden Hill Rd, Paso Robles, CA 93446, USA",Paso Robles,CA,93446,35.6404773,-120.6586374,4.2,466,1,google
4b6087a079050f73,avis,Avis,Avis Car Rental,"5175 E Clinton Way, Fresno, CA 93727, USA",Fresno,CA,93727,36.7700118,-119.7198902,4,711,1,google
